id,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
15931,1.2,0.303989232,HBACK,3,M,C,5,0,0
15932,6.06,0.336872075,STNWG,1,F,C,4,0,0
15933,1.68,0.949510725,HBACK,2,F,C,4,0,0
15934,1.89,0.999344376,PANVN,3,M,C,5,0,0
15935,1.28,0.079962159,HBACK,3,M,C,2,0,0
15936,1.02,0.634321343,SEDAN,4,F,C,3,0,0
15937,2.38,0.643819817,SEDAN,2,F,C,4,0,0
15938,2.05,0.708793339,SEDAN,2,M,C,3,0,0
15939,1.37,0.576547061,HBACK,2,F,C,2,0,0
15940,2.18,0.351912023,UTE,3,M,C,1,0,0
15941,1.77,0.123174954,SEDAN,2,F,C,3,0,0
15942,1.76,0.673153216,SEDAN,2,F,C,1,0,0
15943,1.38,0.115232547,HBACK,2,F,C,2,0,0
15944,2.59,0.654219949,STNWG,2,M,C,5,0,0
15945,1.67,0.30581141,HBACK,1,F,C,2,0,0
15946,1.7,0.462464979,STNWG,4,M,C,4,0,0
15947,1.38,0.299807347,MIBUS,4,M,C,3,0,0
15948,1.94,0.462770835,SEDAN,2,M,C,5,0,0
15949,1.74,0.619372919,HBACK,1,F,C,4,0,0
15950,0.77,0.250946585,HBACK,4,F,C,4,0,0
15951,1.31,0.086600813,UTE,3,M,C,4,0,0
15952,1.42,0.146431699,SEDAN,3,M,C,2,0,0
15953,0.97,0.061822025,SEDAN,3,F,C,3,0,0
15954,1.47,0.45994749,HBACK,2,M,C,3,0,0
15955,1.07,0.367297208,HBACK,2,F,C,5,0,0
15956,1.47,0.071173696,SEDAN,3,F,C,5,0,0
15957,2.21,0.107093165,HBACK,2,F,C,5,0,0
15958,0.38,0.059742535,SEDAN,4,M,C,5,0,0
15959,1.43,0.411730521,SEDAN,3,F,C,4,0,0
15960,1.29,0.339438481,HBACK,3,F,C,3,0,0
15961,2.37,0.075190558,STNWG,2,F,C,3,0,0
15962,1.35,0.712787891,HBACK,2,F,C,3,0,0
15963,0.64,0.081666693,SEDAN,4,F,C,4,0,0
15964,1.48,0.819131814,HBACK,2,F,C,5,0,0
15965,2.7,0.649703121,STNWG,2,F,C,6,0,0
15966,1.01,0.735078205,TRUCK,4,M,C,2,0,0
15967,1.68,0.708165919,HBACK,2,F,C,3,0,0
15968,1.76,0.076047244,SEDAN,3,M,C,4,0,0
15969,6.8,0.346905846,STNWG,2,M,C,1,0,0
15970,0.69,0.089663861,HBACK,4,M,C,5,0,0
15971,0.7,0.983629061,UTE,4,F,C,4,0,0
15972,0.82,0.439025222,SEDAN,4,M,C,1,0,0
15973,1.28,0.07887969,HBACK,3,F,C,6,0,0
15974,1.86,0.79051077,SEDAN,2,F,C,5,0,0
15975,2.88,0.785214925,STNWG,3,M,C,2,0,0
15976,0.82,0.067255672,SEDAN,4,M,C,4,0,0
15977,1.42,0.306505836,SEDAN,3,F,C,4,0,0
15978,6.83,0.308066212,COUPE,1,M,C,1,0,0
15979,1.55,0.063667759,HBACK,4,F,C,2,0,0
15980,2.02,0.308335282,STNWG,4,M,C,3,0,0
15981,1.08,0.130747972,SEDAN,3,F,C,4,0,0
15982,0.54,0.491848905,HBACK,4,M,C,4,0,0
15983,1.07,0.14807528,UTE,3,M,C,2,0,0
15984,1.87,0.842236541,SEDAN,2,F,C,6,0,0
15985,2.82,0.31229362,SEDAN,1,F,C,4,0,0
15986,1.59,0.189562143,STNWG,4,M,C,5,0,0
15987,3.53,0.138489422,STNWG,1,F,C,2,0,0
15988,1.11,0.159978466,SEDAN,3,F,C,3,0,0
15989,1.25,0.548254256,HBACK,2,M,C,2,0,0
15990,0.54,0.118745578,HBACK,4,F,C,2,0,0
15991,2.99,0.42131853,HBACK,1,F,C,2,0,0
15992,0.49,0.975564816,HBACK,4,F,C,2,0,0
15993,0.69,0.371092375,SEDAN,4,F,C,2,0,0
15994,2.05,0.634137733,HBACK,1,M,C,4,0,0
15995,0.45,0.978364609,UTE,4,M,C,4,0,0
15996,2.74,0.94385686,SEDAN,2,M,C,4,0,0
15997,2.21,0.331927352,SEDAN,1,F,C,2,0,0
15998,1.5,0.153329525,HBACK,1,F,C,5,0,0
15999,1.51,0.67850896,HBACK,1,F,C,2,0,0
16000,1.79,0.976169979,STNWG,3,F,C,3,0,0
16001,2.47,0.620469987,STNWG,4,M,C,4,0,0
16002,0.49,0.628937923,HBACK,4,M,C,3,0,0
16003,0.44,0.060336643,HBACK,4,F,C,5,0,0
16004,1.67,0.366045148,SEDAN,2,M,C,5,0,0
16005,1.26,0.078816845,STNWG,3,F,C,5,0,0
16006,1.22,0.310544834,SEDAN,3,M,C,4,0,0
16007,0.49,0.493087671,SEDAN,4,M,C,3,0,0
16008,0.31,0.055962174,HBACK,4,M,C,3,0,0
16009,1.32,0.11466442,HBACK,2,M,C,1,0,0
16010,1.75,0.530956336,HBACK,2,M,C,2,0,0
16011,1.95,0.973011976,SEDAN,2,M,C,2,0,0
16012,1.61,0.945205471,HBACK,3,F,C,4,0,0
16013,4.43,0.052449136,STNWG,1,M,C,3,0,0
16014,0.78,0.70923242,SEDAN,4,M,C,5,0,0
16015,1.71,0.341688162,SEDAN,3,M,C,4,0,0
16016,5.35,0.048590669,STNWG,1,M,C,3,0,0
16017,0.6,0.342631904,STNWG,4,M,C,6,0,0
16018,1.29,0.073768092,HDTOP,4,M,C,3,0,0
16019,1.52,0.711207799,SEDAN,3,F,C,6,0,0
16020,3.26,0.148991103,UTE,1,M,C,1,0,0
16021,0.86,0.477309949,HBACK,3,F,C,2,0,0
16022,0.41,0.709604462,STNWG,4,F,C,4,0,0
16023,1.9,0.649586936,HBACK,1,F,C,2,0,0
16024,2.37,0.473456018,SEDAN,1,F,C,5,0,0
16025,2.75,0.139777615,STNWG,2,M,C,2,0,0
16026,1.57,0.718447976,SEDAN,2,M,C,6,0,0
16027,0.8,0.710189246,SEDAN,4,M,C,5,0,0
16028,3.71,0.252581988,STNWG,2,F,C,2,0,0
16029,2.86,0.816042268,STNWG,2,F,C,5,0,0
16030,3.43,0.711272631,STNWG,2,M,C,2,0,0
16031,1.51,0.319777387,SEDAN,2,M,C,5,0,0
16032,1.1,0.47054316,SEDAN,4,M,C,6,0,0
16033,0.43,0.397196038,SEDAN,4,F,C,5,0,0
16034,1.2,0.700361212,SEDAN,3,F,C,4,0,0
16035,1.46,0.710664128,SEDAN,3,F,C,2,0,0
16036,1.24,0.99934752,HDTOP,4,F,C,2,0,0
16037,0.82,0.708010571,STNWG,4,F,C,3,0,0
16038,1.07,0.234347393,SEDAN,3,M,C,5,0,0
16039,1.32,0.329527283,SEDAN,4,M,C,3,0,0
16040,1.97,0.545498461,SEDAN,2,F,C,3,0,0
16041,0.38,0.487020916,SEDAN,4,M,C,6,0,0
16042,0.68,0.719051837,HBACK,4,M,C,4,0,0
16043,7.95,0.154123907,STNWG,1,F,C,3,0,0
16044,1.61,0.714347696,SEDAN,2,F,C,2,0,0
16045,1.42,0.080011361,HBACK,3,F,C,3,0,0
16046,1.47,0.999338318,TRUCK,4,F,C,5,0,0
16047,1.62,0.711844392,SEDAN,3,F,C,3,0,0
16048,2.15,0.569016337,SEDAN,1,F,C,5,0,0
16049,1.82,0.486366455,STNWG,2,F,C,4,0,0
16050,1.91,0.122484174,SEDAN,2,F,C,3,0,0
16051,1.65,0.389713335,SEDAN,2,M,C,4,0,0
16052,1.85,0.062595159,SEDAN,3,M,C,5,0,0
16053,1.06,0.503550525,HBACK,3,F,C,6,0,0
16054,0.97,0.986283506,STNWG,4,M,C,6,0,0
16055,5.22,0.30469298,TRUCK,1,M,C,4,0,0
16056,1.54,0.988840612,HBACK,3,M,C,4,0,0
16057,3.25,0.958074563,STNWG,2,M,C,2,0,0
16058,0.83,0.988934563,STNWG,4,M,C,2,0,0
16059,1.8,0.090394869,SEDAN,3,M,C,3,0,0
16060,1.34,0.829026825,SEDAN,3,F,C,4,0,0
16061,3.69,0.986341758,STNWG,2,M,C,5,0,0
16062,1.47,0.986449095,SEDAN,2,F,C,4,0,0
16063,0.72,0.656904967,HBACK,4,M,C,4,0,0
16064,2.68,0.06479738,STNWG,3,M,C,3,0,0
16065,1.88,0.848628371,SEDAN,2,M,C,4,0,0
16066,1.77,0.045830541,SEDAN,3,M,C,3,0,0
16067,1.26,0.052453105,SEDAN,4,F,C,4,0,0
16068,1.53,0.302927433,SEDAN,3,F,C,4,0,0
16069,2.2,0.996745553,SEDAN,2,F,C,3,0,0
16070,2.8,0.498377077,SEDAN,1,M,C,6,0,0
16071,1.84,0.98637353,STNWG,4,F,C,2,0,0
16072,1.86,0.989086682,HBACK,3,F,C,5,0,0
16073,0.79,0.060035718,STNWG,4,M,C,4,0,0
16074,1.86,0.828666991,HBACK,2,F,C,4,0,0
16075,0.86,0.307644164,HBACK,4,F,C,4,0,0
16076,0.32,0.29671196,HBACK,4,M,C,4,0,0
16077,1.66,0.266604654,SEDAN,2,F,C,2,0,0
16078,2.84,0.628798828,SEDAN,1,M,C,3,0,0
16079,2.26,0.301504725,SEDAN,1,M,C,4,0,0
16080,0.73,0.365306322,HBACK,3,F,C,3,0,0
16081,0.75,0.515542036,SEDAN,4,F,C,2,0,0
16082,1.16,0.778864495,SEDAN,3,F,C,3,0,0
16083,0.85,0.071823731,HBACK,4,F,C,5,0,0
16084,1.2,0.574483879,SEDAN,3,F,C,5,0,0
16085,1.88,0.994151684,SEDAN,2,F,C,3,0,0
16086,1.78,0.633629865,SEDAN,2,F,C,2,0,0
16087,2.19,0.626188998,SEDAN,1,F,C,4,0,0
16088,3.08,0.677968361,STNWG,2,M,C,5,0,0
16089,1.29,0.077042349,MCARA,4,F,C,2,0,0
16090,0.72,0.33663546,HBACK,4,F,C,3,0,0
16091,0.76,0.257920028,HBACK,3,F,C,2,0,0
16092,3.37,0.163480293,STNWG,3,M,C,1,0,0
16093,1.58,0.711743437,HBACK,1,F,C,4,0,0
16094,0.89,0.708173959,HBACK,3,F,C,4,0,0
16095,1.8,0.171718062,HBACK,2,M,C,5,0,0
16096,1.18,0.148525422,SEDAN,3,F,C,3,0,0
16097,4.64,0.495990504,STNWG,2,M,C,4,0,0
16098,0.56,0.376782902,UTE,4,M,C,1,0,0
16099,1.15,0.400719467,UTE,4,M,C,1,0,0
16100,0.95,0.996715783,HBACK,4,M,C,3,0,0
16101,0.66,0.981197117,HBACK,4,F,C,5,0,0
16102,4.08,0.774165708,STNWG,2,F,C,2,0,0
16103,1.76,0.64778446,HBACK,1,M,C,3,0,0
16104,1.56,0.351354761,HBACK,1,M,C,3,0,0
16105,0.85,0.652424079,HBACK,3,F,C,1,0,0
16106,1.33,0.146173297,COUPE,3,M,C,2,0,0
16107,1.27,0.771043843,HBACK,3,F,C,3,0,0
16108,2.32,0.933533074,STNWG,3,F,C,3,0,0
16109,2.18,0.978561455,UTE,2,M,C,6,0,0
16110,0.88,0.271930775,SEDAN,4,M,C,4,0,0
16111,5.25,0.986219582,COUPE,1,F,C,4,0,0
16112,0.84,0.981375865,HBACK,3,F,C,2,0,0
16113,1.27,0.215588221,HBACK,3,F,C,2,0,0
16114,0.73,0.980876981,STNWG,4,M,C,4,0,0
16115,0.47,0.981124489,STNWG,4,F,C,1,0,0
16116,1.4,0.06061603,HDTOP,4,M,C,2,0,0
16117,1.22,0.981128841,SEDAN,3,F,C,4,0,0
16118,1.07,0.060027778,SEDAN,3,F,C,5,0,0
16119,1.11,0.780486492,HBACK,3,F,C,4,0,0
16120,2.23,0.043526679,SEDAN,1,F,C,3,0,0
16121,2.64,0.697808433,STNWG,3,F,C,1,0,0
16122,2.4,0.287445328,SEDAN,1,M,C,6,0,0
16123,2.02,0.343854985,HBACK,2,F,C,6,0,0
16124,0.92,0.704343182,SEDAN,3,M,C,4,0,0
16125,0.84,0.70525873,HBACK,4,F,C,5,0,0
16126,0.74,0.349696557,HBACK,4,F,C,1,0,0
16127,3.36,0.048172648,STNWG,2,M,C,4,0,0
16128,0.37,0.957384453,SEDAN,4,M,C,2,0,0
16129,1.4,0.393384576,HDTOP,4,F,C,2,0,0
16130,3.39,0.299736221,STNWG,2,M,C,3,0,0
16131,1.28,0.493505373,HBACK,2,M,C,4,0,0
16132,1.88,0.25085207,STNWG,4,M,C,6,0,0
16133,1.45,0.790376612,STNWG,4,M,C,5,0,0
16134,0.42,0.49537823,SEDAN,4,F,C,5,0,0
16135,1.16,0.267084606,COUPE,3,F,C,4,0,0
16136,1.61,0.24146055,SEDAN,3,F,C,3,0,0
16137,0.98,0.647615656,HBACK,3,F,C,1,0,0
16138,0.81,0.486846114,SEDAN,4,F,C,2,0,0
16139,1.77,0.469845573,HBACK,1,F,C,6,0,0
16140,3.78,0.960175285,STNWG,2,M,C,5,0,0
16141,1.09,0.055603062,SEDAN,4,F,C,3,0,0
16142,1.63,0.106235761,HBACK,1,F,C,5,0,0
16143,1.4,0.814547419,HBACK,2,F,C,4,0,0
16144,0.75,0.262077345,TRUCK,3,M,C,5,0,0
16145,1.09,0.289091361,SEDAN,3,F,C,3,0,0
16146,1.83,0.336195469,SEDAN,3,F,C,3,0,0
16147,1.31,0.239836408,SEDAN,3,M,C,4,0,0
16148,1.8,0.092738984,HBACK,1,F,C,2,0,0
16149,3.93,0.469757671,STNWG,2,F,C,5,0,0
16150,1.16,0.348821568,HBACK,2,F,C,4,0,0
16151,0.93,0.470773293,MIBUS,4,F,C,2,0,0
16152,1.84,0.563792136,HBACK,3,F,C,5,0,0
16153,1.39,0.793739006,SEDAN,3,M,C,4,0,0
16154,0.63,0.302946527,SEDAN,4,F,C,3,0,0
16155,1.89,0.293666312,SEDAN,1,M,C,4,0,0
16156,1.31,0.067400617,SEDAN,3,F,C,3,0,0
16157,0.89,0.291704355,SEDAN,3,M,C,3,0,0
16158,1.64,0.245988551,SEDAN,3,M,C,3,0,0
16159,1.8,0.260026739,SEDAN,2,F,C,6,0,0
16160,1.69,0.03479943,STNWG,3,M,C,4,0,0
16161,0.74,0.109898314,SEDAN,4,F,C,2,0,0
16162,2.79,0.933227409,STNWG,3,F,C,2,0,0
16163,1.1,0.754207322,SEDAN,4,F,C,2,0,0
16164,0.82,0.139313514,HBACK,3,F,C,3,0,0
16165,1,0.627066705,HBACK,3,M,C,4,0,0
16166,1.67,0.634663406,HBACK,1,M,C,5,0,0
16167,5.64,0.999350545,STNWG,1,M,C,5,0,0
16168,1.8,0.731729176,STNWG,4,F,C,4,0,0
16169,1.42,0.42072006,SEDAN,3,F,C,3,0,0
16170,1.21,0.46887667,SEDAN,3,F,C,4,0,0
16171,1.82,0.822807144,SEDAN,2,F,C,3,0,0
16172,4.23,0.767727708,SEDAN,3,M,C,4,0,0
16173,2.13,0.613552356,MCARA,4,F,C,2,0,0
16174,2.5,0.767555288,UTE,3,F,C,3,0,0
16175,1.75,0.6684786,SEDAN,1,F,C,1,0,0
16176,3.07,0.393532066,TRUCK,1,F,C,1,0,0
16177,1.02,0.745436154,HBACK,3,F,C,2,0,0
16178,1.63,0.258906345,SEDAN,3,M,C,5,0,0
16179,0.48,0.239756165,SEDAN,4,M,C,6,0,0
16180,1.18,0.82982441,HBACK,3,F,C,4,0,0
16181,1.61,0.341913536,HBACK,2,M,C,4,0,0
16182,0.82,0.245665996,HBACK,4,M,C,2,0,0
16183,1.39,0.398773272,HBACK,1,F,C,2,0,0
16184,1.26,0.771246821,HBACK,3,F,C,2,0,0
16185,1.09,0.448692213,MIBUS,4,M,C,3,0,0
16186,2.09,0.740755489,SEDAN,1,M,C,6,0,0
16187,1.09,0.765889532,HBACK,2,M,C,3,0,0
16188,0.77,0.488112376,SEDAN,4,M,C,6,0,0
16189,0.33,0.470364907,SEDAN,4,F,C,5,0,0
16190,3.79,0.447173419,STNWG,2,M,C,5,0,0
16191,2.14,0.700942922,STNWG,1,F,C,2,0,0
16192,3.86,0.986292394,STNWG,2,M,C,5,0,0
16193,4.43,0.058202501,STNWG,2,M,C,3,0,0
16194,1.32,0.529281452,MIBUS,4,F,C,3,0,0
16195,0.96,0.272848173,SEDAN,4,F,C,5,0,0
16196,1.61,0.06009973,HBACK,2,F,C,4,0,0
16197,6.2,0.128047449,STNWG,1,F,C,3,0,0
16198,0.93,0.619354748,HBACK,3,M,C,4,0,0
16199,2.19,0.629690427,STNWG,2,F,C,5,0,0
16200,1.1,0.488577136,HBACK,3,F,C,3,0,0
16201,5.19,0.986156882,STNWG,1,F,C,2,0,0
16202,1.33,0.834187444,TRUCK,4,F,C,2,0,0
16203,0.89,0.236938992,HBACK,3,F,C,3,0,0
16204,3.03,0.132701789,SEDAN,2,F,C,2,0,0
16205,3,0.075401706,STNWG,1,F,C,2,0,0
16206,2.84,0.704454372,HDTOP,3,M,C,2,0,0
16207,1.75,0.592909061,HBACK,2,M,C,4,0,0
16208,1.09,0.627731777,SEDAN,4,M,C,2,0,0
16209,2.8,0.337795268,SEDAN,1,M,C,2,0,0
16210,1.08,0.361529454,SEDAN,3,F,C,4,0,0
16211,2.76,0.706704978,HDTOP,3,M,C,4,0,0
16212,0.4,0.96317459,SEDAN,4,F,C,4,0,0
16213,1.18,0.619379726,HBACK,3,F,C,2,0,0
16214,0.85,0.323985653,SEDAN,3,F,C,4,0,0
16215,1.68,0.446637202,STNWG,4,M,C,5,0,0
16216,1.38,0.706885651,HBACK,2,F,C,2,0,0
16217,1.3,0.411552058,UTE,3,M,C,3,0,0
16218,0.68,0.703032161,HBACK,4,M,C,4,0,0
16219,0.89,0.621512874,HBACK,3,F,C,3,0,0
16220,1.74,0.071915229,SEDAN,2,F,C,4,0,0
16221,2.81,0.757436864,SEDAN,1,M,C,4,0,0
16222,1.14,0.325005204,SEDAN,3,M,C,3,0,0
16223,1.38,0.337060298,HBACK,1,F,C,3,0,0
16224,0.84,0.643023497,HBACK,3,F,C,3,0,0
16225,2.09,0.347894361,SEDAN,1,F,C,3,0,0
16226,1.59,0.456480889,SEDAN,2,M,C,2,0,0
16227,1.77,0.632762448,SEDAN,2,F,C,3,0,0
16228,1.41,0.667146399,HBACK,2,M,C,5,0,0
16229,0.4,0.051956777,SEDAN,4,M,C,6,0,0
16230,1.61,0.080506415,SEDAN,2,F,C,2,0,0
16231,1.24,0.071582405,HBACK,2,M,C,5,0,0
16232,1.41,0.641626729,HBACK,2,F,C,1,0,0
16233,0.88,0.34313321,SEDAN,4,F,C,4,0,0
16234,1.95,0.285867232,SEDAN,2,M,C,5,0,0
16235,1.45,0.684125602,STNWG,4,M,C,5,0,0
16236,3.58,0.04869547,STNWG,2,M,C,4,0,0
16237,0.47,0.999342014,PANVN,4,M,C,4,0,0
16238,1.31,0.650610588,SEDAN,3,M,C,3,0,0
16239,1.13,0.7693378,HBACK,3,M,C,4,0,0
16240,0.29,0.691610647,HBACK,4,M,C,1,0,0
16241,0.38,0.431464528,HBACK,4,F,C,6,0,0
16242,1.59,0.613227481,SEDAN,3,F,C,2,0,0
16243,0.93,0.453297416,SEDAN,4,F,C,4,0,0
16244,1.31,0.429059114,SEDAN,3,M,C,2,0,0
16245,0.72,0.344445414,HBACK,4,F,C,3,0,0
16246,2.6,0.6041947,STNWG,3,F,C,2,0,0
16247,1.23,0.047063423,HBACK,1,F,C,5,0,0
16248,1.03,0.095503601,SEDAN,4,M,C,4,0,0
16249,2,0.737562654,SEDAN,2,F,C,4,0,0
16250,2.17,0.486096009,STNWG,3,M,C,4,0,0
16251,1.52,0.6609761,MIBUS,4,M,C,4,0,0
16252,1.69,0.703471809,HDTOP,3,F,C,3,0,0
16253,1.68,0.772928784,SEDAN,3,F,C,2,0,0
16254,2.06,0.329133664,STNWG,4,F,C,2,0,0
16255,1.79,0.330041758,CONVT,3,F,C,2,0,0
16256,0.46,0.975726655,HBACK,4,F,C,6,0,0
16257,1.28,0.147160223,SEDAN,3,F,C,5,0,0
16258,1.07,0.349930453,HBACK,3,M,C,3,0,0
16259,1.16,0.163421372,SEDAN,4,F,C,4,0,0
16260,1.42,0.645702276,SEDAN,3,M,C,4,1,1
16261,0.72,0.904118737,SEDAN,4,F,C,6,1,1
16262,2.94,0.182349476,STNWG,3,M,C,2,1,1
16263,1.44,0.926446683,SEDAN,3,F,C,4,1,1
16264,2.29,0.906584837,SEDAN,1,F,C,4,1,1
16265,0.82,0.757406219,HBACK,3,M,C,3,1,1
16266,2.47,0.908431339,SEDAN,2,M,C,2,1,1
16267,1.34,0.902521252,HBACK,2,M,C,3,1,1
16268,3.09,0.970994507,STNWG,1,M,C,2,1,1
16269,1.72,0.610508578,SEDAN,1,M,C,5,1,1
16270,3.95,0.38843162,STNWG,3,M,C,3,1,1
16271,1.57,0.988885949,STNWG,4,M,C,4,1,1
16272,2.69,0.447029549,SEDAN,1,M,C,3,1,1
16273,2.92,0.662443181,TRUCK,3,M,C,1,1,1
16274,0.88,0.986433432,HBACK,4,M,C,2,1,1
16275,1.34,0.460256609,SEDAN,3,F,C,3,1,1
16276,1.68,0.640914044,HBACK,1,F,C,1,1,1
16277,0.74,0.76652716,HBACK,4,F,C,3,1,1
16278,2.41,0.647388195,STNWG,3,F,C,3,1,1
16279,2.02,0.677583197,SEDAN,2,F,C,6,1,1
16280,1.87,0.649635383,SEDAN,2,M,C,2,1,1
16281,0.76,0.649073788,HBACK,3,M,C,4,1,1
16282,1.61,0.975924615,STNWG,4,M,C,6,1,1
16283,0.99,0.986180546,SEDAN,4,F,C,3,1,1
16284,1.68,0.743067842,HBACK,3,M,C,2,1,1
16285,4.86,0.999355525,STNWG,2,M,C,5,1,1
16286,1.23,0.686726339,HBACK,2,M,C,3,1,1
16287,6.17,0.658033369,STNWG,1,M,C,1,1,1
16288,5.06,0.999343541,STNWG,1,F,C,2,1,1
16289,0.84,0.556859659,HBACK,3,F,C,4,1,1
16290,0.45,0.282054435,HBACK,4,F,C,6,1,1
16291,1.63,0.662944958,TRUCK,1,M,C,3,1,1
16292,1.05,0.484361839,SEDAN,3,F,C,6,1,1
16293,0.85,0.753831604,HBACK,4,F,C,6,1,1
16294,0.91,0.752644929,STNWG,4,M,C,4,1,1
16295,2.39,0.530553803,SEDAN,1,F,C,2,1,1
16296,1.1,0.677971082,HDTOP,4,M,C,4,1,1
16297,1.81,0.265452033,SEDAN,2,F,C,1,1,1
16298,1.95,0.046109048,SEDAN,2,F,C,3,1,1
16299,0.8,0.316545445,SEDAN,4,F,C,2,1,1
16300,1.61,0.684331637,HBACK,3,F,C,3,1,1
16301,2.13,0.553454886,SEDAN,3,M,C,4,1,1
16302,1.43,0.66093665,SEDAN,3,F,C,3,1,1
16303,2.37,0.764111119,STNWG,3,F,C,3,1,1
16304,2.19,0.761107011,HBACK,3,F,C,5,1,1
16305,0.74,0.764920309,HBACK,4,F,C,4,1,1
16306,1.1,0.30141274,SEDAN,3,M,C,4,1,1
16307,1.06,0.29529059,HBACK,3,F,C,6,1,1
16308,1.73,0.683164292,HBACK,3,F,C,2,1,1
16309,4.17,0.681492628,STNWG,1,F,C,3,1,1
16310,1.02,0.762583463,SEDAN,3,M,C,1,1,1
16311,1.87,0.739457678,SEDAN,2,F,C,1,1,1
16312,0.71,0.144231585,PANVN,4,M,C,5,1,1
16313,1.55,0.088175736,SEDAN,2,F,C,3,1,1
16314,0.97,0.707122379,HBACK,3,F,C,4,1,1
16315,2.71,0.912201357,SEDAN,2,M,C,4,1,1
16316,0.79,0.443333208,HBACK,4,F,C,4,1,1
16317,1.73,0.694891606,HBACK,1,M,C,3,1,1
16318,0.84,0.231637348,HBACK,3,F,C,4,1,1
16319,2.63,0.717735334,SEDAN,1,F,C,2,1,1
16320,1.23,0.514871154,COUPE,3,M,C,2,1,1
16321,1.3,0.82424046,HBACK,2,F,C,4,1,1
16322,2.5,0.600565663,SEDAN,1,F,C,3,1,1
16323,1.5,0.534485285,HBACK,3,F,C,4,1,1
16324,1.34,0.524238391,HBACK,2,F,C,2,1,1
16325,2.11,0.727885886,STNWG,4,F,C,3,1,1
16326,1.82,0.9707672,SEDAN,2,M,C,4,1,1
16327,1.53,0.999342223,HBACK,1,M,C,1,1,1
16328,1.77,0.526989134,UTE,3,M,C,3,1,1
16329,1.61,0.730503267,SEDAN,2,M,C,4,1,1
16330,0.52,0.539548748,HBACK,4,F,C,5,1,1
16331,0.91,0.321415903,HBACK,3,F,C,3,1,1
16332,2,0.471897016,STNWG,4,M,C,4,1,1
16333,2.59,0.429895034,UTE,3,M,C,2,1,1
16334,1.21,0.412501745,STNWG,4,M,C,6,1,1
16335,0.52,0.736581568,HBACK,4,F,C,2,1,1
16336,4.36,0.170549438,STNWG,2,F,C,4,1,1
16337,3.64,0.51274772,UTE,2,F,C,4,1,1
16338,0.84,0.416998064,TRUCK,4,M,C,2,1,1
16339,1.75,0.787573422,HDTOP,3,F,C,2,1,1
16340,0.88,0.791811666,SEDAN,4,F,C,6,1,1
16341,1.77,0.789398972,SEDAN,1,M,C,6,1,1
16342,2,0.793609593,SEDAN,2,F,C,6,1,1
16343,1.97,0.362322726,STNWG,4,F,C,1,1,1
16344,1.99,0.622814681,HBACK,2,F,C,2,1,1
16345,3.49,0.430279845,TRUCK,2,F,C,3,1,1
16346,1.2,0.161573066,SEDAN,3,F,C,5,1,1
16347,9.32,0.72133131,SEDAN,1,F,C,5,1,1
16348,1.36,0.999353884,HBACK,2,F,C,5,1,1
16349,1.92,0.172075407,SEDAN,2,M,C,5,1,1
16350,1.9,0.189831657,SEDAN,2,M,C,3,1,1
16351,3.99,0.496632968,UTE,1,F,C,1,1,1
16352,2.32,0.491373066,HBACK,1,F,C,1,1,1
16353,2,0.802789626,SEDAN,2,M,C,3,1,1
16354,0.56,0.580473144,HBACK,4,F,C,3,1,1
16355,1.12,0.150293722,SEDAN,3,F,C,1,1,1
16356,1.16,0.324535581,HBACK,3,M,C,2,1,1
16357,3.4,0.310591413,SEDAN,1,F,C,4,1,1
16358,2.35,0.8643251,UTE,2,F,C,4,1,1
16359,2.24,0.898010082,PANVN,3,F,C,4,1,1
16360,1.31,0.732044129,HBACK,2,F,C,1,1,1
16361,1.23,0.782221436,HBACK,4,M,C,4,1,1
16362,4.36,0.398033365,SEDAN,2,M,C,4,1,1
16363,1.48,0.999355514,SEDAN,3,M,C,2,1,1
16364,1.07,0.173961248,HBACK,3,M,C,4,1,1
16365,1.56,0.737840126,STNWG,4,M,C,4,1,1
16366,0.5,0.733071047,HBACK,4,M,C,1,1,1
16367,1.72,0.907709883,STNWG,3,M,C,1,1,1
16368,2.11,0.559423249,SEDAN,2,F,C,3,1,1
16369,1.82,0.878529868,HBACK,1,F,C,3,1,1
16370,1.74,0.188560617,HBACK,2,F,C,3,1,1
16371,0.52,0.999356523,PANVN,4,M,C,3,1,1
16372,0.71,0.669257155,SEDAN,4,M,C,2,1,1
16373,1.4,0.744744218,HBACK,2,F,C,5,1,1
16374,1.59,0.743323074,SEDAN,2,F,C,4,1,1
16375,1.51,0.383465261,STNWG,4,M,C,3,1,1
16376,4.11,0.153539041,STNWG,2,M,C,2,1,1
16377,2.78,0.999343313,SEDAN,1,M,C,6,1,1
16378,3.77,0.836763155,PANVN,2,M,C,4,1,1
16379,2.78,0.820844511,SEDAN,2,M,C,4,1,1
16380,0.73,0.405089415,STNWG,4,F,C,3,1,1
16381,0.75,0.802879947,HBACK,4,F,C,1,1,1
16382,4.54,0.476037775,PANVN,1,M,C,4,1,1
16383,1.9,0.076707126,SEDAN,1,M,C,6,1,1
16384,2.66,0.795216637,HDTOP,1,M,C,6,1,1
16385,0.48,0.180265708,HBACK,4,F,C,5,1,1
16386,4.64,0.824836334,STNWG,2,M,C,5,1,1
16387,1.49,0.779063388,STNWG,4,F,C,2,1,1
16388,1.71,0.430348623,HBACK,2,F,C,2,1,1
16389,4.65,0.77118804,STNWG,1,M,C,3,1,1
